date,ounces_per_share,per_share_ounces_sold_to_cover_expenses,proceeds_per_share
9/12/2022,0.09316119,,
9/13/2022,0.09316122,,
9/14/2022,0.09316126,,
9/15/2022,0.09316123,,
9/16/2022,0.09316125,,
9/17/2022,0.09316125,,
9/18/2022,0.09316125,,
9/19/2022,0.09316131,,
9/20/2022,0.09316142,,
9/21/2022,0.09316144,,
9/22/2022,0.09316149,,
9/23/2022,0.09316157,,
9/24/2022,0.09316157,,
9/25/2022,0.09316157,,
9/26/2022,0.09316168,,
9/27/2022,0.09316176,,
9/28/2022,0.09316169,,
9/29/2022,0.09316175,,
9/30/2022,0.09316180,,
10/1/2022,0.09316180,,
10/2/2022,0.09316180,,
10/3/2022,0.09316168,,
10/4/2022,0.09316162,,
10/5/2022,0.09313081,0.00003073,0.05225899
10/6/2022,0.09313081,,
10/7/2022,0.09313083,,
10/8/2022,0.09313083,,
10/9/2022,0.09313083,,
10/10/2022,0.09313083,,
10/11/2022,0.09313083,,
10/12/2022,0.09313081,,
10/13/2022,0.09313083,,
10/14/2022,0.09313088,,
10/15/2022,0.09313088,,
10/16/2022,0.09313088,,
10/17/2022,0.09313091,,
10/18/2022,0.09313092,,
10/19/2022,0.09313105,,
10/20/2022,0.09313109,,
10/21/2022,0.09313116,,
10/22/2022,0.09313116,,
10/23/2022,0.09313116,,
10/24/2022,0.09313115,,
10/25/2022,0.09313115,,
10/26/2022,0.09313115,,
10/27/2022,0.09313125,,
10/28/2022,0.09313133,,
10/29/2022,0.09313133,,
10/30/2022,0.09313133,,
10/31/2022,0.09313140,,
11/1/2022,0.09313145,,
11/2/2022,0.09313161,,
11/3/2022,0.09313175,,
11/4/2022,0.09313193,,
11/5/2022,0.09313193,,
11/6/2022,0.09313193,,
11/7/2022,0.09309957,0.00003241,0.05441505
11/8/2022,0.09309955,,
11/9/2022,0.09309955,,
11/10/2022,0.09309951,,
11/11/2022,0.09309953,,
11/12/2022,0.09309953,,
11/13/2022,0.09309953,,
11/14/2022,0.09309952,,
11/15/2022,0.09309962,,
11/16/2022,0.09309959,,
11/17/2022,0.09309959,,
11/18/2022,0.09309962,,
11/19/2022,0.09309962,,
11/20/2022,0.09309962,,
11/21/2022,0.09309959,,
11/22/2022,0.09309957,,
11/23/2022,0.09309957,,
11/24/2022,0.09309957,,
11/25/2022,0.09309951,,
11/26/2022,0.09309951,,
11/27/2022,0.09309951,,
11/28/2022,0.09309954,,
11/29/2022,0.09309954,,
11/30/2022,0.09309954,,
12/1/2022,0.09309959,,
12/2/2022,0.09309963,,
12/3/2022,0.09309963,,
12/4/2022,0.09309963,,
12/5/2022,0.09306976,0.00002993,0.05317973
12/6/2022,0.09306975,,
12/7/2022,0.09306973,,
12/8/2022,0.09306973,,
12/9/2022,0.09306971,,
12/10/2022,0.09306971,,
12/11/2022,0.09306971,,
12/12/2022,0.09306971,,
12/13/2022,0.09306968,,
12/14/2022,0.09306969,,
12/15/2022,0.09306965,,
12/16/2022,0.09306972,,
12/17/2022,0.09306972,,
12/18/2022,0.09306972,,
12/19/2022,0.09306968,,
12/20/2022,0.09306964,,
12/21/2022,0.09306964,,
12/22/2022,0.09306964,,
12/23/2022,0.09306966,,
12/24/2022,0.09306966,,
12/25/2022,0.09306966,,
12/26/2022,0.09306966,,
12/27/2022,0.09306950,,
12/28/2022,0.09306950,,
12/29/2022,0.09306950,,
12/30/2022,0.09306953,,
12/31/2022,0.09306953,,
